paper_id,title,journal,year,doi,catalyst_type,catalyst_name,pollutant_category,pollutant_name,oxidant,mechanism_category,identified_species,dominant_species,removal_efficiency_pct,reaction_time_min,rate_constant,rate_constant_unit,reusability_cycles,key_active_sites,is_photo_assisted,is_electrochemical
N-doped-porous-bowl-like-carbon-with-superhigh-external-su_2023_Journal-of-H,N-doped porous bowl-like carbon with superhigh external surface area for ultrafast degradation of bisphenol A: Key role of site exposure degree,Journal of Hazardous Materials,2022,10.1016/j.jhazmat.2022.130562,Biochar,N-doped porous bowl-like carbon,Phenolic compound,bisphenol A,PMS,Non-radical,1O2,,93.1,1,5.292,min-1,5,N sites,False,False
N-nitrosodimethylamine-formation-during-oxidation-of-N-N-dim_2022_Journal-of,"N-nitrosodimethylamine formation during oxidation of N, N-dimethylhydrazine compounds by peroxymonosulfate: Kinetics, reactive species, mechanism and influencing factors",Journal of Hazardous Materials,2022,10.1016/j.jhazmat.2021.128191,,,Other,"1,1,1',1'-Tetramethyl-4,4'-(methylene-di-p-phenylene)disemicarbazide",PMS,Non-radical,1O2,1O2,100,60,0.0549,min-1,,23 C; 6 N; 45 N; 42 O; 39 N,False,False
New-insight-into-the-regulation-mechanism-of-visible-light_2022_Journal-of-H,New insight into the regulation mechanism of visible light in naproxen degradation via activation of peroxymonosulfate by MOF derived BiFeO3,Journal of Hazardous Materials,2022,10.1016/j.jhazmat.2022.128513,MOF-derived,MOF-derived BiFeO3,Pharmaceutical,naproxen,PMS,Non-radical,SO4•−; •OH; 1O2; O2•−; h+,h+,95.5,40,0.074,min-1,3,oxygen vacancies; Fe(II)/Fe(III); h+,True,False
Peroxymonosulfate-activation-for-effective-atrazin_2023_Journal-of-Environme,Peroxymonosulfate activation for effective atrazine degradation over a 3D cobalt-MOF: Performance and mechanism,,2022,10.1016/j.jece.2022.109116,MOF-derived,Co-H6chhc,Pesticide,atrazine,PMS,Both,SO4•−; •OH; O2•−; 1O2,,100.0,30,,min-1,5,Co²+/Co³+ redox pair,False,False
Peroxymonosulfate-activation-via-CoP-nanoparticles-confi_2022_Journal-of-Env,Peroxymonosulfate activation via CoP nanoparticles confined in nitrogen-doped porous carbon for enhanced degradation of sulfamethoxazole in wastewater with high salinity,,2022,10.1016/j.jece.2022.107734,MOF-derived,CoP/NC-5,Antibiotic,sulfamethoxazole,PMS,Both,SO4•−; 1O2,SO4•− and 1O2,100,1,,min-1,5,CoP nanoparticles; sp² carbon; nitrogen dopants,False,False
Photocatalytic-nanohybrid-membranes-for-highly-effic_2022_Journal-of-Environ,Photocatalytic nanohybrid membranes for highly efficient wastewater treatment: A comprehensive review,,2022,,,,,,,,,,,,,min-1,,,False,False
Reutilization-of-waste-self-heating-pad-by-loading-cobalt-_2022_Journal-of-H,Reutilization of waste self-heating pad by loading cobalt: A magnetic and green peroxymonosulfate activator for naphthalene degradation,Journal of Hazardous Materials,2022,10.1016/j.jhazmat.2022.129572,Other,Co-ICV,Other,naphthalene,PMS,Radical,SO4•−; •OH; 1O2,SO4•− and •OH,98,15,,min-1,4,Co(II),False,False
Ru-single-atom-catalyst-with-dual-reaction-sites-for-e_2023_Applied-Catalysi,Ru single atom catalyst with dual reaction sites for efficient fenton-like degradation of organic contaminants,Applied Catalysis B: Environmental,2022,10.1016/j.apcatb.2022.121952,SAC,RusA-N-C,Dye,Orange II,PMS,Non-radical,1O2; SO4•−; •OH,1O2,100,6,0.9627,min-1,6,Ru-N4; pyridinic N,False,False
S-scheme-N-doped-carbon-dots-anchored-g-C3N4-Fe2O3-shell-_2023_Applied-Catal,S-scheme N-doped carbon dots anchored g-C3N4/Fe2O3 shell/core composite for photoelectrocatalytic trimethoprim degradation and water splitting,Applied Catalysis B: Environmental,2022,10.1016/j.apcatb.2022.121928,Carbon-based,N-doped carbon dots anchored g-C3N4/α-Fe2O3,Antibiotic,trimethoprim,PMS,Radical,O2•−; •OH; 1O2,O2•−,95,60,,min-1,5,,True,True
Single-atom-Mn-anchored-on-N-doped-porous-carbon-derived-fr_2023_Journal-of-,Single atom Mn anchored on N-doped porous carbon derived from spirulina for catalyzed peroxymonosulfate to degradation of emerging organic pollutants,Journal of Hazardous Materials,2022,10.1016/j.jhazmat.2022.129871,SAC,SA-Mn-NSC,Antibiotic,enrofloxacin,PMS,Non-radical,SO4•−; •OH; O2•−; 1O2,1O2,99,10,0.311,min-1,3,MnN4,False,False
Single-atom-cobalt-catalyst-derived-from-co-pyrolysis-of-_2023_Applied-Catal,Single atom cobalt catalyst derived from co-pyrolysis of vitamin B12 and graphitic carbon nitride for PMS activation to degrade emerging pollutants,,2022,10.1016/j.apcatb.2022.122051,SAC,Co-C-600,Pharmaceutical,sulfamethoxazole,PMS,Non-radical,SO4•−; •OH; 1O2; O2•−,1O2,100,10,0.071,min-1,5,Co-Nx,False,False
Single-atom-copper-embedded-in-two-dimensional-MXene-toward_2023_Applied-Cat,Single-atom copper embedded in two-dimensional MXene toward peroxymonosulfate activation to generate singlet oxygen with nearly 100% selectivity for enhanced Fenton-like reactions,Applied Catalysis B: Environmental,2022,10.1016/j.apcatb.2022.122245,SAC,Cu-SA/MXene-900,Phenolic compound,bisphenol A,PMS,Non-radical,1O2,1O2,100,10,0.6117,min-1,5,CuO3,False,False
Sulfite-activation-by-cobaltosic-oxide-nanohydrangeas-for_2022_Journal-of-Ha,"Sulfite activation by cobaltosic oxide nanohydrangeas for tetracycline degradation: Performance, degradation pathways and mechanism",,2022,10.1016/j.jhazmat.2022.129618,Metal oxide,CoNHs,Antibiotic,tetracycline,sulfite,Radical,SO4•−; O2•−,,86,30,,min-1,5,Co(II); Co(III),False,False
Sustainable-Fe-III--Fe-II--cycles-triggered-by-co-catalyst-_2022_Applied-Cat,Sustainable Fe(III)/Fe(II) cycles triggered by co-catalyst of weak electrical current in Fe(III)/peroxymonosulfate system: Collaboration of radical and non-radical mechanisms,Applied Catalysis B: Environmental,2022,10.1016/j.apcatb.2022.121716,Other,Fe(III)/Fe(II),Antibiotic,Sulfamethoxazole,PMS,Non-radical,SO4•−; •OH; 1O2; Fe(IV),1O2,100,8,0.5063,min-1,10,,False,True
Synergistic-activation-of-peroxymonosulfate-between-Co_2022_Journal-of-Collo,Synergistic activation of peroxymonosulfate between Co and MnO for bisphenol A degradation with enhanced activity and stability,Journal of Colloid and Interface Science,2022,10.1016/j.jcis.2022.05.105,MOF-derived,Co/MnO-0.32@C,Phenolic compound,Bisphenol A,PMS,Both,SO4•−; •OH; O2•−; 1O2,1O2 and O2•−,98,1,3.516,min-1,3,Co(II)/Co(III); Mn(II)/Mn(III),False,False
Tailoring-single-atom-FeN4-moieties-as-a-robust-heterogen_2023_Applied-Catal,Tailoring single-atom FeN4 moieties as a robust heterogeneous catalyst for high-performance electro-Fenton treatment of organic pollutants,Applied Catalysis B: Environmental,2022,10.1016/j.apcatb.2022.122116,SAC,Fe-SAC/NC,Phenolic compound,"2,4-dichlorophenol",H2O2,Radical,•OH,•OH,100,90,,min-1,5,FeN4; pyrrolic N,False,True
Tailoring-the-coordination-environment-of-cobalt-in-a-single_2022_Applied-Ca,Tailoring the coordination environment of cobalt in a single-atom catalyst through phosphorus doping for enhanced activation of peroxymonosulfate and thus efficient degradation of sulfadiazine,,2022,10.1016/j.apcatb.2022.121408,SAC,ZIF-CoN3P-C,Antibiotic,sulfadiazine,PMS,Non-radical,1O2,1O2,98.4,5,1.074e-05,min-1,5,CoN3P,False,False
The-insight-into-effects-of-oxygen-vacancy-on-the_2022_Colloids-and-Surfaces,The insight into effects of oxygen vacancy on the activation of peroxymonosulfate via MOF-derived magnetic CoFe2O4 for degrading organic contaminants,,2022,10.1016/j.colsurfa.2022.130266,MOF-derived,MOF-derived magnetic CoFe2O4 with oxygen vacancy,Antibiotic,tetracycline,PMS,Both,SO4•−; •OH; O2•−; 1O2,,99,10,,min-1,6,oxygen vacancy; Co3+/Co2+ redox couple; Fe3+/Fe2+ redox couple,False,False
The-overlooked-role-of-Co-OH-2-in-Co3O4-activated-PMS-sy_2023_Separation-and,The overlooked role of Co(OH)2 in Co3O4 activated PMS system: Suppression of Co2+ leaching and enhanced degradation performance of antibiotics with rGO,,2022,10.1016/j.seppur.2022.122203,Metal oxide,P-Co3O4/G,Pharmaceutical,carbamazepine,PMS,Both,SO4•−; •OH; 1O2,SO4•− and 1O2,100,30,,min-1,4,Co2+/Co3+ redox pairs; oxygen functionalities on rGO; defective sites on rGO,False,False
Two-step-pyrolysis-to-anchor-ultrahigh-density-single-at_2022_Applied-Cataly,Two-step pyrolysis to anchor ultrahigh-density single-atom FeN5 sites on carbon nitride for efficient Fenton-like catalysis near 0 °C,Applied Catalysis B: Environmental,2022,10.1016/j.apcatb.2022.121900,SAC,CNFe2-0.6,Antibiotic,sulfamethoxazole,PMS,Non-radical,,,98.02,8,21.38,L min-1 g-1,,FeN5,False,False
ZIF-derived-CoFe2O4-Fe2O3-combined-with-g-C3N4-as-high-effi_2022_Journal-of-,ZIF-derived CoFe2O4/Fe2O3 combined with g-C3N4 as high-efficient photocatalysts for enhanced degradation of levofloxacin in the presence of peroxymonosulfate,Journal of Alloys and Compounds,2022,10.1016/j.jallcom.2022.165338,MOF-derived,ZIF-derived CoFe2O4/Fe2O3@g-C3N4,Antibiotic,levofloxacin,PMS,Both,SO4•−; •OH; 1O2; O2•−; h+,1O2,95.1,40,0.0766,min-1,4,Co2+; Fe2+; Z-scheme heterojunction,True,False
Zeolitic-imidazolate-framework--ZIF-8--polyacrylonitrile-deri_2022_Environme,Zeolitic imidazolate framework (ZIF-8)/polyacrylonitrile derived millimeter-sized hierarchical porous carbon beads for peroxymonosulfate catalysis,Environmental Research,2022,10.1016/j.envres.2021.112618,MOF-derived,HPCBs,Antibiotic,tetracycline,PMS,Non-radical,SO4•−; •OH; 1O2,1O2,85.1,120,0.02941,min-1,3,graphitic-N,False,False
2D-confinement-freestanding-graphene-oxide-composite-membran_2021_Journal-of,2D confinement freestanding graphene oxide composite membranes with enriched oxygen vacancies for enhanced organic contaminants removal via peroxymonosulfate activation,Journal of Hazardous Materials,2021,10.1016/j.jhazmat.2021.126028,MOF-derived,Fe2O3@Co0.08Fe1.92@nitrogen-doped reduced graphene oxide@carbon nanotube composites,Antibiotic,sulfamethoxazole,PMS,Both,SO4•−; •OH; 1O2; O2•−,SO4•− and 1O2,98.5,30,0.128,min-1,5,Fe-Co alloy; oxygen vacancies; pyridinic N; graphitic N,False,False
Activation-of-peroxymonosulfate-via-mediated-electron-tra_2021_Applied-Catal,Activation of peroxymonosulfate via mediated electron transfer mechanism on single-atom Fe catalyst for effective organic pollutants removal,Applied Catalysis B: Environmental,2021,10.1016/j.apcatb.2021.120714,SAC,SAFe-CN,Phenolic compound,o-phenylphenol,PMS,Non-radical,,,100,30,,min-1,,Fe-N2O2,False,False
Atomically-dispersed-Fe-Bi-dual-active-sites-single-atom-n_2022_Journal-of-H,Atomically dispersed Fe/Bi dual active sites single-atom nanozymes for cascade catalysis and peroxymonosulfate activation to degrade dyes,Journal of Hazardous Materials,2021,10.1016/j.jhazmat.2021.126929,SAC,FeBi-NC,Dye,Rhodamine B,PMS,Radical,SO4•−; •OH; 1O2,,100,5,0.733,min-1,5,Fe-N4; Bi-N4,False,False
Co-N-co-doped-carbonized-wood-sponge-with-3D-porous-framew_2022_Journal-of-H,Co/N co-doped carbonized wood sponge with 3D porous framework for efficient peroxymonosulfate activation: Performance and internal mechanism,,2021,10.1016/j.jhazmat.2021.126735,Biochar,Co/N co-doped carbonized wood sponge,Antibiotic,sulfamethoxazole,PMS,Non-radical,SO4•−; •OH; O2•−; 1O2,1O2,99.7,60,0.1144,min-1,4,Co°; Co²⁺; defects; ketonic C=O groups,False,False
Co3O4-MnO2-nanoparticles-moored-on-biochar-as-a-catalys_2022_Separation-and-,Co3O4-MnO2 nanoparticles moored on biochar as a catalyst for activation of peroxymonosulfate to efficiently degrade sulfonamide antibiotics,,2021,10.1016/j.seppur.2021.119935,Biochar,Co3O4-MnO2/BC,Antibiotic,sulfadiazine,PMS,Both,SO4•−; 1O2,,100,10,0.482,min-1,5,Co²⁺/Co³⁺; Mn³⁺/Mn⁴⁺; Co—O—C; Mn—O—C,False,False
Constructing-surface-micro-electric-fields-on-hollow-sin_2022_Applied-Cataly,Constructing surface micro-electric fields on hollow single-atom cobalt catalyst for ultrafast and anti-interference advanced oxidation,Applied Catalysis B: Environmental,2021,10.1016/j.apcatb.2021.121057,SAC,ZIF-8@67-C,Phenolic compound,bisphenol A,PMS,Non-radical,,,91.62,0.25,92.92,L min-1 g-1,4,single-atom Co-N4; single-atom Co-N3C1,False,False
Efficient-removal-of-antibiotic-resistant-bacteria-and-intrace_2022_Journal-,Efficient removal of antibiotic-resistant bacteria and intracellular antibiotic resistance genes by heterogeneous activation of peroxymonosulfate on hierarchical macro-mesoporous Co3O4-SiO2 with enhanced photogenerated charges,Journal of Hazardous Materials,2021,10.1016/j.jhazmat.2021.127414,Metal oxide,hierarchical macro-mesoporous Co3O4-SiO2,Antibiotic,Pseudomonas sp. HLS-6,PMS,Both,SO4•−; •OH; 1O2; O2•−; h+; e-,1O2 and O2•−,,0.5,,min-1,5,Co²+,True,False
Efficient-removal-of-organic-pollutants-by-a-Co-N-S-dope_2022_Journal-of-Haz,Efficient removal of organic pollutants by a Co/N/S-doped yolk-shell carbon catalyst via peroxymonosulfate activation,Journal of Hazardous Materials,2021,10.1016/j.jhazmat.2021.126726,MOF-derived,Co-NC-CoS,Phenolic compound,4-nitrophenol,PMS,Both,SO4•−; •OH; 1O2; O2•−,,98.8,20,0.24,min-1,4,pyridinic-N; Co2+/Co3+/Co0; S2−/S°/S−1,False,False
Engineered-carbon-supported-single-iron-atom-sites-and-ir_2021_Applied-Catal,Engineered carbon supported single iron atom sites and iron clusters from Fe-rich Enteromorpha for Fenton-like reactions via nonradical pathways,Applied Catalysis B: Environmental,2021,https://doi.org/10.1016/j.apcatb.2021.119963,SAC,Enteromorpha-derived Fe-N-C,Pharmaceutical,paracetamol,PMS,Non-radical,FeIV=O; FeV=O,FeIV=O,100,45,0.1194,min-1,5,single Fe atoms (Fe-N2O2),False,False
Enhanced-catalytic-sulfamethoxazole-degradation-via-peroxy_2022_Journal-of-H,Enhanced catalytic sulfamethoxazole degradation via peroxymonosulfate activation over amorphous CoSx@SiO2 nanocages derived from ZIF-67,Journal of Hazardous Materials,2021,10.1016/j.jhazmat.2021.126998,MOF-derived,amorphous CoSx@SiO2 nanocages,Antibiotic,sulfamethoxazole,PMS,Both,SO4•−; 1O2,SO4•− and 1O2,100,6,0.7286,min-1,5,Co²⁺/Co³⁺; S²⁻/S₂²⁻,False,False
Enhanced-degradation-of-bisphenol-A-by-mixed-ZIF-derived-CoZ_2021_Journal-of,Enhanced degradation of bisphenol A by mixed ZIF derived CoZn oxide encapsulated N-doped carbon via peroxymonosulfate activation: The importance of N doping amount,,2021,10.1016/j.jhazmat.2021.126363,MOF-derived,Co2Zn1O-PC,Phenolic compound,bisphenol A,PMS,Both,•OH; 1O2,,100,2,2.89,min-1,5,Co2Zn1O (for radical pathway); N-doped porous carbon (for non-radical pathway),False,False
Eu2O3-Co3O4-nanosheets-for-levofloxacin-removal-via-pe_2021_Separation-and-P,"Eu2O3/Co3O4 nanosheets for levofloxacin removal via peroxymonosulfate activation: Performance, mechanism and degradation pathway",,2021,10.1016/j.seppur.2021.118666,Metal oxide,Eu2O3/Co3O4 nanosheets,Antibiotic,levofloxacin,PMS,Non-radical,1O2; •OH; SO4•−; O2•−,1O2,97.93,6,0.2346,min-1,5,Co²+/Co³+; oxygen vacancies; surface hydroxyl groups; carboxyl groups,False,False
Facile-preparation-of-nanocellulose-Zn-MOF-based-catalytic-_2022_Environment,Facile preparation of nanocellulose/Zn-MOF-based catalytic filter for water purification by oxidation process,,2021,10.1016/j.envres.2021.112417,MOF-derived,ZIF-8/CNFs,Dye,methylene blue,PMS,Radical,SO4•−; •OH,SO4•−,95,60,0.068,min-1,5,,False,False
Facile-synthesis-of-oxygen-vacancies-enriched---Fe2O3-for-_2021_Journal-of-H,Facile synthesis of oxygen vacancies enriched α-Fe2O3 for peroxymonosulfate activation: A non-radical process for sulfamethoxazole degradation,Journal of Hazardous Materials,2021,10.1016/j.jhazmat.2021.126447,Metal oxide,oxygen vacancies enriched α-Fe2O3,Antibiotic,sulfamethoxazole,PMS,Non-radical,1O2,1O2,91.5,60,0.04,min-1,5,oxygen vacancies,False,False
Facile-synthesis-of-recyclable-3D-gelatin-aerogel-decorate_2022_Journal-of-H,Facile synthesis of recyclable 3D gelatin aerogel decorated with MIL-88B (Fe) for activation peroxydisulfate degradation of norfloxacin,Journal of Hazardous Materials,2021,10.1016/j.jhazmat.2021.127503,MOF-derived,MIL-88B(Fe)/gelatin aerogel,Antibiotic,norfloxacin,PDS,Radical,SO4•−; •OH; 1O2,•OH,98.7,90,0.0487,min-1,10,Fe²⁺/Fe³⁺,False,False
Hierarchical-multi-active-component-yolk-shell-nanorea_2022_Journal-of-Collo,Hierarchical multi-active component yolk-shell nanoreactors as highly active peroxymonosulfate activator for ciprofloxacin degradation,,2021,10.1016/j.jcis.2021.07.130,MOF-derived,Co3O4-C@CoSiOx,Antibiotic,ciprofloxacin,PMS,Both,SO4•−; •OH; O2•−; 1O2,1O2 and SO4•−,98.2,17,0.241,min-1,10,Co-OH+; oxygen vacancies; nitrogen-doped carbon,False,False
High-valent-iron-oxo-species-mediated-cyclic-oxidation-t_2022_Applied-Cataly,High-valent iron-oxo species mediated cyclic oxidation through single-atom Fe-N6 sites with high peroxymonosulfate utilization rate,Applied Catalysis B: Environmental,2021,10.1016/j.apcatb.2021.121049,SAC,Fe-SA/PHCNS,Pharmaceutical,acetaminophen,PMS,Non-radical,SO4•−; •OH; 1O2,high-valent iron-oxo species (=FeN6=O),99,8,0.364,s-1 g-2,5,=Fe-N6,False,False
Insights-into-the-mechanism-of-enhanced-peroxymonosulfate-d_2022_Journal-of-,Insights into the mechanism of enhanced peroxymonosulfate degraded tetracycline using metal organic framework derived carbonyl modified carbon-coated Feo,Journal of Hazardous Materials,2021,10.1016/j.jhazmat.2021.127640,MOF-derived,M(Fe)-N-8,Antibiotic,tetracycline,PMS,Both,SO4•−; •OH; O2•−; 1O2,,96.2,,,min-1,3,Fe°; C=O groups,False,False
Magnetic-2D-2D-oxygen-doped-g-C3N4-biochar-composite-to-a_2022_Journal-of-Ha,Magnetic 2D/2D oxygen doped g-C3N4/biochar composite to activate peroxymonosulfate for degradation of emerging organic pollutants,Journal of Hazardous Materials,2021,10.1016/j.jhazmat.2021.127207,Biochar,γ-Fe2O3/O-g-C3N4/BC,Antibiotic,sulfamethoxazole,PMS,Non-radical,SO4•−; •OH,surface-bound reactive species,100,30,0.153,min-1,4,C-O-C; C-N coordination; pyridinic-N; pyrrolic-N; graphitic-N; C=O,True,False
Magnetic-heterojunction-of-oxygen-deficient-Ti3--TiO2-and-_2021_Applied-Cata,Magnetic heterojunction of oxygen-deficient Ti3+-TiO2 and Ar-Fe2O3 derived from metal-organic frameworks for efficient peroxydisulfate (PDS) photo-activation,Applied Catalysis B: Environmental,2021,10.1016/j.apcatb.2021.120513,MOF-derived,Ti3+-TiO2/Ar-Fe2O3,Antibiotic,Norfloxacin,PDS,Radical,SO4•−; •OH; h+,•OH,97.8,5,0.4174,min-1,4,oxygen vacancies; Fe-O bonds; Ti3+ sites,True,False
Mechanism-of-peroxymonosulfate-activation-and-the-utilization-e_2022_Environ,"Mechanism of peroxymonosulfate activation and the utilization efficiency using hollow (Co, Mn)3O4 nanoreactor as an efficient catalyst for degradation of organic pollutants",,2021,10.1016/j.envres.2021.112148,MOF-derived,"hollow (Co, Mn)3O4",Phenolic compound,Bisphenol A,PMS,Radical,SO4•−; •OH,SO4•−,99,4,0.97,min-1,3,Co²⁺/Co³⁺; Mn²⁺/Mn³⁺/Mn⁴⁺; surface hydroxyl groups,False,False
Metal-organic-framework-derived-CuCo-carbon-as-an-efficient_2022_Journal-of-,Metal-organic framework-derived CuCo/carbon as an efficient magnetic heterogeneous catalyst for persulfate activation and ciprofloxacin degradation,Journal of Hazardous Materials,2021,10.1016/j.jhazmat.2021.127196,MOF-derived,CuCo/C,Antibiotic,ciprofloxacin,PMS,Both,SO4•−; •OH; O2•−; 1O2,SO4•−,90,30,,min-1,4,Cu(0)/Cu(I)/Cu(II); Co(0)/Co(II)/Co(III); graphitic carbon matrix,False,False
